LOCATION	Country	TIME	ST	LT
ESP	Spain	2010-10	0.9977	4.036524
ESP	Spain	2010-11	1.042	4.685905
ESP	Spain	2010-12	1.0217	5.374381
ESP	Spain	2011-01	1.0172	5.379333
ESP	Spain	2011-02	1.0867	5.2578
ESP	Spain	2011-03	1.1755	5.249435
ESP	Spain	2011-04	1.3212	5.328737
ESP	Spain	2011-05	1.4251	5.322182
ESP	Spain	2011-06	1.4886	5.479864
ESP	Spain	2011-07	1.5976	5.824857
ESP	Spain	2011-08	1.5521	5.252348
ESP	Spain	2011-09	1.5365	5.200227
ESP	Spain	2011-10	1.5759	5.251333
ESP	Spain	2011-11	1.4847	6.192091
ESP	Spain	2011-12	1.4261	5.504524
ESP	Spain	2012-01	1.2222	5.399286
ESP	Spain	2012-02	1.0483	5.111095
ESP	Spain	2012-03	0.8585	5.169727
ESP	Spain	2012-04	0.7443	5.79
ESP	Spain	2012-05	0.6849	6.125546
ESP	Spain	2012-06	0.6589	6.589381
ESP	Spain	2012-07	0.497	6.795
ESP	Spain	2012-08	0.3324	6.581285
ESP	Spain	2012-09	0.2463	5.9205
ESP	Spain	2012-10	0.2079	5.646591
ESP	Spain	2012-11	0.192	5.690091
ESP	Spain	2012-12	0.1855	5.339944
ESP	Spain	2013-01	0.2049	5.050273
ESP	Spain	2013-02	0.2234	5.2183
ESP	Spain	2013-03	0.2061	4.92135
ESP	Spain	2013-04	0.2089	4.591095
ESP	Spain	2013-05	0.2012	4.246318
ESP	Spain	2013-06	0.2103	4.6707
ESP	Spain	2013-07	0.2214	4.660174
ESP	Spain	2013-08	0.2259	4.507182
ESP	Spain	2013-09	0.2232	4.416905
ESP	Spain	2013-10	0.2258	4.216348
ESP	Spain	2013-11	0.2234	4.10635
ESP	Spain	2013-12	0.2735	4.13855
ESP	Spain	2014-01	0.292	3.785
ESP	Spain	2014-02	0.2881	3.56125
ESP	Spain	2014-03	0.3053	3.312
ESP	Spain	2014-04	0.3297	3.10415
ESP	Spain	2014-05	0.3246	2.933429
ESP	Spain	2014-06	0.2414	2.712476
ESP	Spain	2014-07	0.205	2.671
ESP	Spain	2014-08	0.1916	2.4194
ESP	Spain	2014-09	0.0971	2.196045
ESP	Spain	2014-10	0.0826	2.111304
ESP	Spain	2014-11	0.0809	2.07055
ESP	Spain	2014-12	0.0809	1.785368
ESP	Spain	2015-01	0.0627	1.542095
ESP	Spain	2015-02	0.0482	1.5131
ESP	Spain	2015-03	0.0272	1.225818
ESP	Spain	2015-04	0.0047	1.31275
ESP	Spain	2015-05	-0.0104	1.770632
ESP	Spain	2015-06	-0.0139	2.233954
ESP	Spain	2015-07	-0.0187	2.100696
ESP	Spain	2015-08	-0.0277	1.949762
ESP	Spain	2015-09	-0.037	2.030773
ESP	Spain	2015-10	-0.0536	1.728182
ESP	Spain	2015-11	-0.0876	1.727667
ESP	Spain	2015-12	-0.1263	1.685619
ESP	Spain	2016-01	-0.1461	1.72795
ESP	Spain	2016-02	-0.1836	1.723524
ESP	Spain	2016-03	-0.2285	1.550762
ESP	Spain	2016-04	-0.2492	1.513524
ESP	Spain	2016-05	-0.2572	1.5665
ESP	Spain	2016-06	-0.2679	1.479955
ESP	Spain	2016-07	-0.2945	1.169095
ESP	Spain	2016-08	-0.2982	1.014304
ESP	Spain	2016-09	-0.3016	1.040909
ESP	Spain	2016-10	-0.309	1.072619
ESP	Spain	2016-11	-0.3127	1.423818
ESP	Spain	2016-12	-0.3158	1.436667
ESP	Spain	2017-01	-0.3255	1.466318
ESP	Spain	2017-02	-0.3286	1.703
ESP	Spain	2017-03	-0.3293	1.717522
ESP	Spain	2017-04	-0.3304	1.617778
ESP	Spain	2017-05	-0.3295	1.568409
ESP	Spain	2017-06	-0.33	1.452318
ESP	Spain	2017-07	-0.3304	1.59781
ESP	Spain	2017-08	-0.3291	1.484864
ESP	Spain	2017-09	-0.3294	1.541286
ESP	Spain	2017-10	-0.3295	1.614682
ESP	Spain	2017-11	-0.329	1.488773
ESP	Spain	2017-12	-0.3279	1.441632
EST	Estonia	2000-01	5.13	
EST	Estonia	2000-02	5.2	
EST	Estonia	2000-03	5.27	
EST	Estonia	2000-04	5.33	
EST	Estonia	2000-05	5.48	
EST	Estonia	2000-06	5.68	
EST	Estonia	2000-07	5.77	
EST	Estonia	2000-08	5.82	
EST	Estonia	2000-09	6.05	
EST	Estonia	2000-10	6.09	
EST	Estonia	2000-11	6.18	
EST	Estonia	2000-12	6.14	
EST	Estonia	2001-01	6.08	
EST	Estonia	2001-02	5.95	
EST	Estonia	2001-03	5.92	
EST	Estonia	2001-04	5.77	
EST	Estonia	2001-05	5.59	
EST	Estonia	2001-06	5.5	
EST	Estonia	2001-07	5.5	
EST	Estonia	2001-08	5.43	
EST	Estonia	2001-09	4.97	
EST	Estonia	2001-10	4.68	
EST	Estonia	2001-11	4.35	
EST	Estonia	2001-12	4.02	
EST	Estonia	2002-01	3.97	
EST	Estonia	2002-02	3.97	
EST	Estonia	2002-03	3.97	
EST	Estonia	2002-04	3.97	
EST	Estonia	2002-05	3.94	
EST	Estonia	2002-06	3.92	
EST	Estonia	2002-07	3.89	
EST	Estonia	2002-08	3.88	
EST	Estonia	2002-09	3.88	
EST	Estonia	2002-10	3.84	
EST	Estonia	2002-11	3.8	
EST	Estonia	2002-12	3.53	
EST	Estonia	2003-01	3.47	
EST	Estonia	2003-02	3.46	
EST	Estonia	2003-03	3.28	
EST	Estonia	2003-04	3.19	
EST	Estonia	2003-05	3.12	
EST	Estonia	2003-06	2.77	
EST	Estonia	2003-07	2.55	
EST	Estonia	2003-08	2.67	
EST	Estonia	2003-09	2.61	
EST	Estonia	2003-10	2.61	
EST	Estonia	2003-11	2.61	
EST	Estonia	2003-12	2.61	
EST	Estonia	2004-01	2.61	
EST	Estonia	2004-02	2.61	
EST	Estonia	2004-03	2.62	
EST	Estonia	2004-04	2.62	
EST	Estonia	2004-05	2.61	
EST	Estonia	2004-06	2.42	
EST	Estonia	2004-07	2.41	
EST	Estonia	2004-08	2.41	
EST	Estonia	2004-09	2.41	
EST	Estonia	2004-10	2.41	
EST	Estonia	2004-11	2.41	
EST	Estonia	2004-12	2.41	
EST	Estonia	2005-01	2.4	
EST	Estonia	2005-02	2.4	
EST	Estonia	2005-03	2.4	
EST	Estonia	2005-04	2.4	
EST	Estonia	2005-05	2.39	
EST	Estonia	2005-06	2.34	
EST	Estonia	2005-07	2.33	
EST	Estonia	2005-08	2.33	
EST	Estonia	2005-09	2.32	
EST	Estonia	2005-10	2.32	
EST	Estonia	2005-11	2.32	
EST	Estonia	2005-12	2.59	
EST	Estonia	2006-01	2.61	
EST	Estonia	2006-02	2.62	
EST	Estonia	2006-03	2.87	
EST	Estonia	2006-04	2.91	
EST	Estonia	2006-05	2.92	
EST	Estonia	2006-06	3.06	
EST	Estonia	2006-07	3.18	
EST	Estonia	2006-08	3.32	
EST	Estonia	2006-09	3.4	
EST	Estonia	2006-10	3.57	
EST	Estonia	2006-11	3.66	
EST	Estonia	2006-12	3.81	
EST	Estonia	2007-01	3.9	
EST	Estonia	2007-02	3.94	
EST	Estonia	2007-03	4.06	
EST	Estonia	2007-04	4.42	
EST	Estonia	2007-05	4.69	
EST	Estonia	2007-06	4.74	
EST	Estonia	2007-07	4.73	
EST	Estonia	2007-08	4.94	
EST	Estonia	2007-09	5.21	
EST	Estonia	2007-10	5.22	
EST	Estonia	2007-11	5.36	
EST	Estonia	2007-12	7.23	
EST	Estonia	2008-01	7.03	
EST	Estonia	2008-02	6.62	
EST	Estonia	2008-03	6.35	
EST	Estonia	2008-04	6.33	
EST	Estonia	2008-05	6.39	
EST	Estonia	2008-06	6.41	
EST	Estonia	2008-07	6.37	
EST	Estonia	2008-08	6.35	
EST	Estonia	2008-09	6.34	
EST	Estonia	2008-10	6.69	
EST	Estonia	2008-11	7.25	
EST	Estonia	2008-12	7.84	
EST	Estonia	2009-01	7.28	
EST	Estonia	2009-02	6.9	
EST	Estonia	2009-03	7.11	
EST	Estonia	2009-04	6.51	
EST	Estonia	2009-05	6.27	
EST	Estonia	2009-06	6.2	
EST	Estonia	2009-07	6.16	
EST	Estonia	2009-08	5.85	
EST	Estonia	2009-09	5.58	
EST	Estonia	2009-10	5.44	
EST	Estonia	2009-11	4.54	
EST	Estonia	2009-12	3.28	
EST	Estonia	2010-01	2.74	
EST	Estonia	2010-02	2.12	
EST	Estonia	2010-03	1.86	
EST	Estonia	2010-04	1.79	
EST	Estonia	2010-05	1.67	
EST	Estonia	2010-06	1.47	
EST	Estonia	2010-07	1.4	
EST	Estonia	2010-08	1.29	
EST	Estonia	2010-09	1.16	
EST	Estonia	2010-10	1.08	
EST	Estonia	2010-11	1.13	
EST	Estonia	2010-12	1.13	
EST	Estonia	2011-01	1.0172	
EST	Estonia	2011-02	1.0867	
EST	Estonia	2011-03	1.1755	
EST	Estonia	2011-04	1.3212	
EST	Estonia	2011-05	1.4251	
EST	Estonia	2011-06	1.4886	
EST	Estonia	2011-07	1.5976	
EST	Estonia	2011-08	1.5521	
EST	Estonia	2011-09	1.5365	
EST	Estonia	2011-10	1.5759	
EST	Estonia	2011-11	1.4847	
EST	Estonia	2011-12	1.4261	
EST	Estonia	2012-01	1.2222	
EST	Estonia	2012-02	1.0483	
EST	Estonia	2012-03	0.8585	
EST	Estonia	2012-04	0.7443	
EST	Estonia	2012-05	0.6849	
EST	Estonia	2012-06	0.6589	
EST	Estonia	2012-07	0.497	
EST	Estonia	2012-08	0.3324	
EST	Estonia	2012-09	0.2463	
EST	Estonia	2012-10	0.2079	
EST	Estonia	2012-11	0.192	
EST	Estonia	2012-12	0.1855	
EST	Estonia	2013-01	0.2049	
EST	Estonia	2013-02	0.2234	
EST	Estonia	2013-03	0.2061	
EST	Estonia	2013-04	0.2089	
EST	Estonia	2013-05	0.2012	
EST	Estonia	2013-06	0.2103	
EST	Estonia	2013-07	0.2214	
EST	Estonia	2013-08	0.2259	
EST	Estonia	2013-09	0.2232	
EST	Estonia	2013-10	0.2258	
EST	Estonia	2013-11	0.2234	
EST	Estonia	2013-12	0.2735	
EST	Estonia	2014-01	0.292	
EST	Estonia	2014-02	0.2881	
EST	Estonia	2014-03	0.3053	
EST	Estonia	2014-04	0.3297	
EST	Estonia	2014-05	0.3246	
EST	Estonia	2014-06	0.2414	
EST	Estonia	2014-07	0.205	
EST	Estonia	2014-08	0.1916	
EST	Estonia	2014-09	0.0971	
EST	Estonia	2014-10	0.0826	
EST	Estonia	2014-11	0.0809	
EST	Estonia	2014-12	0.0809	
EST	Estonia	2015-01	0.0627	
EST	Estonia	2015-02	0.0482	
EST	Estonia	2015-03	0.0272	
EST	Estonia	2015-04	0.0047	
EST	Estonia	2015-05	-0.0104	
EST	Estonia	2015-06	-0.0139	
EST	Estonia	2015-07	-0.0187	
EST	Estonia	2015-08	-0.0277	
EST	Estonia	2015-09	-0.037	
EST	Estonia	2015-10	-0.0536	
EST	Estonia	2015-11	-0.0876	
EST	Estonia	2015-12	-0.1263	
EST	Estonia	2016-01	-0.1461	
EST	Estonia	2016-02	-0.1836	
EST	Estonia	2016-03	-0.2285	
EST	Estonia	2016-04	-0.2492	
EST	Estonia	2016-05	-0.2572	
EST	Estonia	2016-06	-0.2679	
EST	Estonia	2016-07	-0.2945	
EST	Estonia	2016-08	-0.2982	
EST	Estonia	2016-09	-0.3016	
EST	Estonia	2016-10	-0.309	
EST	Estonia	2016-11	-0.3127	
EST	Estonia	2016-12	-0.3158	
EST	Estonia	2017-01	-0.3255	
EST	Estonia	2017-02	-0.3286	
EST	Estonia	2017-03	-0.3293	
EST	Estonia	2017-04	-0.3304	
EST	Estonia	2017-05	-0.3295	
EST	Estonia	2017-06	-0.33	
EST	Estonia	2017-07	-0.3304	
EST	Estonia	2017-08	-0.3291	
EST	Estonia	2017-09	-0.3294	
EST	Estonia	2017-10	-0.3295	
EST	Estonia	2017-11	-0.329	
EST	Estonia	2017-12	-0.3279	
FIN	Finland	2000-01	3.3431	5.74
FIN	Finland	2000-02	3.5368	5.72
FIN	Finland	2000-03	3.747	5.5
FIN	Finland	2000-04	3.9253	5.46
FIN	Finland	2000-05	4.362	5.59
FIN	Finland	2000-06	4.5017	5.39
FIN	Finland	2000-07	4.5829	5.48
FIN	Finland	2000-08	4.7771	5.43
FIN	Finland	2000-09	4.8528	5.49
FIN	Finland	2000-10	5.0413	5.45
FIN	Finland	2000-11	5.092	5.4
FIN	Finland	2000-12	4.9392	5.14
FIN	Finland	2001-01	4.7707	5.02
FIN	Finland	2001-02	4.7558	5.02
FIN	Finland	2001-03	4.7086	4.94
FIN	Finland	2001-04	4.682	5.1
FIN	Finland	2001-05	4.6367	5.29
FIN	Finland	2001-06	4.4536	5.26
FIN	Finland	2001-07	4.4671	5.27
FIN	Finland	2001-08	4.3535	5.06
FIN	Finland	2001-09	3.9829	5.06
FIN	Finland	2001-10	3.5999	4.83
FIN	Finland	2001-11	3.3857	4.69
FIN	Finland	2001-12	3.3449	4.98
FIN	Finland	2002-01	3.3388	5.05
FIN	Finland	2002-02	3.3571	5.1
FIN	Finland	2002-03	3.3908	5.33
FIN	Finland	2002-04	3.4069	5.32
FIN	Finland	2002-05	3.4671	5.4
FIN	Finland	2002-06	3.464	5.26
FIN	Finland	2002-07	3.41	5.1
FIN	Finland	2002-08	3.3519	4.81
FIN	Finland	2002-09	3.3101	4.61
FIN	Finland	2002-10	3.2613	4.68
FIN	Finland	2002-11	3.1241	4.66
FIN	Finland	2002-12	2.941	4.45
FIN	Finland	2003-01	2.8318	4.26
FIN	Finland	2003-02	2.6875	4.06
FIN	Finland	2003-03	2.53	4.09
FIN	Finland	2003-04	2.5333	4.23
FIN	Finland	2003-05	2.4005	3.91
FIN	Finland	2003-06	2.1519	3.7
FIN	Finland	2003-07	2.13	4.01
FIN	Finland	2003-08	2.1404	4.18
FIN	Finland	2003-09	2.1473	4.2
FIN	Finland	2003-10	2.1436	4.26
FIN	Finland	2003-11	2.159	4.39
FIN	Finland	2003-12	2.1463	4.33
FIN	Finland	2004-01	2.0895	4.16
FIN	Finland	2004-02	2.0706	4.11
FIN	Finland	2004-03	2.0288	3.92
FIN	Finland	2004-04	2.0488	4.1
FIN	Finland	2004-05	2.0859	4.25
FIN	Finland	2004-06	2.1127	4.48
FIN	Finland	2004-07	2.116	4.36
FIN	Finland	2004-08	2.1143	4.21
FIN	Finland	2004-09	2.1186	4.14
FIN	Finland	2004-10	2.1473	4.01
FIN	Finland	2004-11	2.1703	3.89
FIN	Finland	2004-12	2.1732	3.68
FIN	Finland	2005-01	2.1454	3.6
FIN	Finland	2005-02	2.1384	3.57
FIN	Finland	2005-03	2.1372	3.72
FIN	Finland	2005-04	2.1372	3.51
FIN	Finland	2005-05	2.1256	3.33
FIN	Finland	2005-06	2.111	3.16
FIN	Finland	2005-07	2.1194	3.18
FIN	Finland	2005-08	2.1325	3.21
FIN	Finland	2005-09	2.1391	3.04
FIN	Finland	2005-10	2.1966	3.19
FIN	Finland	2005-11	2.3609	3.4
FIN	Finland	2005-12	2.4729	3.3
FIN	Finland	2006-01	2.5117	3.28
FIN	Finland	2006-02	2.6004	3.44
FIN	Finland	2006-03	2.7226	3.62
FIN	Finland	2006-04	2.7938	3.88
FIN	Finland	2006-05	2.889	3.94
FIN	Finland	2006-06	2.9857	4.02
FIN	Finland	2006-07	3.1022	4.06
FIN	Finland	2006-08	3.2265	3.94
FIN	Finland	2006-09	3.3354	3.8
FIN	Finland	2006-10	3.502	3.84
FIN	Finland	2006-11	3.5972	3.75
FIN	Finland	2006-12	3.6842	3.82
FIN	Finland	2007-01	3.7519	4.05
FIN	Finland	2007-02	3.8182	4.08
FIN	Finland	2007-03	3.8909	3.98
FIN	Finland	2007-04	3.9753	4.2
FIN	Finland	2007-05	4.0714	4.33
FIN	Finland	2007-06	4.1478	4.62
FIN	Finland	2007-07	4.2162	4.59
FIN	Finland	2007-08	4.5436	4.39
FIN	Finland	2007-09	4.7417	4.34
FIN	Finland	2007-10	4.6874	4.38
FIN	Finland	2007-11	4.6385	4.22
FIN	Finland	2007-12	4.8484	4.34
FIN	Finland	2008-01	4.4815	4.14
FIN	Finland	2008-02	4.3621	4.06
FIN	Finland	2008-03	4.5964	4
FIN	Finland	2008-04	4.7835	4.22
FIN	Finland	2008-05	4.8574	4.47
FIN	Finland	2008-06	4.9405	4.78
FIN	Finland	2008-07	4.961	4.77
FIN	Finland	2008-08	4.9652	4.47
FIN	Finland	2008-09	5.0192	4.43
FIN	Finland	2008-10	5.1131	4.33
FIN	Finland	2008-11	4.2383	4.09
FIN	Finland	2008-12	3.2926	3.72
FIN	Finland	2009-01	2.4565	3.87
FIN	Finland	2009-02	1.9431	3.93
FIN	Finland	2009-03	1.6355	3.81
FIN	Finland	2009-04	1.4223	3.78
FIN	Finland	2009-05	1.2817	3.91
FIN	Finland	2009-06	1.2279	3.98
FIN	Finland	2009-07	0.975	3.77
FIN	Finland	2009-08	0.8605	3.63
FIN	Finland	2009-09	0.7721	3.62
FIN	Finland	2009-10	0.7375	3.57
FIN	Finland	2009-11	0.7162	3.53
FIN	Finland	2009-12	0.712	3.46
FIN	Finland	2010-01	0.6798	3.49
FIN	Finland	2010-02	0.6617	3.38
FIN	Finland	2010-03	0.645	3.26
FIN	Finland	2010-04	0.6447	3.36
FIN	Finland	2010-05	0.6865	3.03
FIN	Finland	2010-06	0.7276	2.92
FIN	Finland	2010-07	0.8488	2.85
FIN	Finland	2010-08	0.8955	2.62
FIN	Finland	2010-09	0.8805	2.58
FIN	Finland	2010-10	0.9977	2.63
FIN	Finland	2010-11	1.042	2.82
FIN	Finland	2010-12	1.0217	3.19
FIN	Finland	2011-01	1.0172	3.27
FIN	Finland	2011-02	1.0867	3.41
FIN	Finland	2011-03	1.1755	3.45
FIN	Finland	2011-04	1.3212	3.57
FIN	Finland	2011-05	1.4251	3.32
FIN	Finland	2011-06	1.4886	3.29
FIN	Finland	2011-07	1.5976	3.16
FIN	Finland	2011-08	1.5521	2.68
FIN	Finland	2011-09	1.5365	2.35
FIN	Finland	2011-10	1.5759	2.51
FIN	Finland	2011-11	1.4847	2.54
FIN	Finland	2011-12	1.4261	2.52
FIN	Finland	2012-01	1.2222	2.28
FIN	Finland	2012-02	1.0483	2.34
FIN	Finland	2012-03	0.8585	2.3
FIN	Finland	2012-04	0.7443	2.15
FIN	Finland	2012-05	0.6849	1.82
FIN	Finland	2012-06	0.6589	1.76
FIN	Finland	2012-07	0.497	1.55
FIN	Finland	2012-08	0.3324	1.54
FIN	Finland	2012-09	0.2463	1.82
FIN	Finland	2012-10	0.2079	1.78
FIN	Finland	2012-11	0.192	1.67
FIN	Finland	2012-12	0.1855	1.59
FIN	Finland	2013-01	0.2049	1.74
FIN	Finland	2013-02	0.2234	1.81
FIN	Finland	2013-03	0.2061	1.61
FIN	Finland	2013-04	0.2089	1.51
FIN	Finland	2013-05	0.2012	1.6
FIN	Finland	2013-06	0.2103	1.88
FIN	Finland	2013-07	0.2214	1.91
FIN	Finland	2013-08	0.2259	2.07
FIN	Finland	2013-09	0.2232	2.19
FIN	Finland	2013-10	0.2258	2.04
FIN	Finland	2013-11	0.2234	1.94
FIN	Finland	2013-12	0.2735	2.03
FIN	Finland	2014-01	0.292	1.99
FIN	Finland	2014-02	0.2881	1.92
FIN	Finland	2014-03	0.3053	1.9
FIN	Finland	2014-04	0.3297	1.84
FIN	Finland	2014-05	0.3246	1.69
FIN	Finland	2014-06	0.2414	1.57
FIN	Finland	2014-07	0.205	1.36
FIN	Finland	2014-08	0.1916	1.18
FIN	Finland	2014-09	0.0971	1.13
FIN	Finland	2014-10	0.0826	1.01
FIN	Finland	2014-11	0.0809	0.9
FIN	Finland	2014-12	0.0809	0.89
FIN	Finland	2015-01	0.0627	0.62
FIN	Finland	2015-02	0.0482	0.48
FIN	Finland	2015-03	0.0272	0.39
FIN	Finland	2015-04	0.0047	0.27
FIN	Finland	2015-05	-0.0104	0.71
FIN	Finland	2015-06	-0.0139	1.01
FIN	Finland	2015-07	-0.0187	0.95
FIN	Finland	2015-08	-0.0277	0.82
FIN	Finland	2015-09	-0.037	0.95
FIN	Finland	2015-10	-0.0536	0.81
FIN	Finland	2015-11	-0.0876	0.81
FIN	Finland	2015-12	-0.1263	0.86
FIN	Finland	2016-01	-0.1461	0.78
FIN	Finland	2016-02	-0.1836	0.53
FIN	Finland	2016-03	-0.2285	0.53
FIN	Finland	2016-04	-0.2492	0.46
FIN	Finland	2016-05	-0.2572	0.45
FIN	Finland	2016-06	-0.2679	0.33
FIN	Finland	2016-07	-0.2945	0.12
FIN	Finland	2016-08	-0.2982	0.06
FIN	Finland	2016-09	-0.3016	0.08
FIN	Finland	2016-10	-0.309	0.17
FIN	Finland	2016-11	-0.3127	0.41
FIN	Finland	2016-12	-0.3158	0.46
FIN	Finland	2017-01	-0.3255	0.5
FIN	Finland	2017-02	-0.3286	0.52
FIN	Finland	2017-03	-0.3293	0.51
FIN	Finland	2017-04	-0.3304	0.38
FIN	Finland	2017-05	-0.3295	0.49
FIN	Finland	2017-06	-0.33	0.56
FIN	Finland	2017-07	-0.3304	0.76
FIN	Finland	2017-08	-0.3291	0.65
FIN	Finland	2017-09	-0.3294	0.58
FIN	Finland	2017-10	-0.3295	0.59
FIN	Finland	2017-11	-0.329	0.52
FIN	Finland	2017-12	-0.3279	0.5
FRA	France	2000-01	3.3431	5.662381
FRA	France	2000-02	3.5368	5.615714
FRA	France	2000-03	3.747	5.434783
FRA	France	2000-04	3.9253	5.332778
FRA	France	2000-05	4.362	5.503182
FRA	France	2000-06	4.5017	5.323182
FRA	France	2000-07	4.5829	5.399048
FRA	France	2000-08	4.7771	5.360435
FRA	France	2000-09	4.8528	5.419048
FRA	France	2000-10	5.0413	5.355
FRA	France	2000-11	5.092	5.285455
FRA	France	2000-12	4.9392	5.042632
FRA	France	2001-01	4.7707	4.940454
FRA	France	2001-02	4.7558	4.931
FRA	France	2001-03	4.7086	4.837727
FRA	France	2001-04	4.682	5.000526
FRA	France	2001-05	4.6367	5.205909
FRA	France	2001-06	4.4536	5.150476
FRA	France	2001-07	4.4671	5.152273
FRA	France	2001-08	4.3535	4.953043
FRA	France	2001-09	3.9829	4.9415
FRA	France	2001-10	3.5999	4.719565
FRA	France	2001-11	3.3857	4.574545
FRA	France	2001-12	3.3449	4.8665
FRA	France	2002-01	3.3388	4.926818
FRA	France	2002-02	3.3571	4.994
FRA	France	2002-03	3.3908	5.243
FRA	France	2002-04	3.4069	5.242381
FRA	France	2002-05	3.4671	5.255238
FRA	France	2002-06	3.464	5.1125
FRA	France	2002-07	3.41	4.955217
FRA	France	2002-08	3.3519	4.673182
FRA	France	2002-09	3.3101	4.462381
FRA	France	2002-10	3.2613	4.552608
FRA	France	2002-11	3.1241	4.534
FRA	France	2002-12	2.941	4.383333
FRA	France	2003-01	2.8318	4.224091
FRA	France	2003-02	2.6875	4.012
FRA	France	2003-03	2.53	4.098095
FRA	France	2003-04	2.5333	4.220953
FRA	France	2003-05	2.4005	3.89381
FRA	France	2003-06	2.1519	3.693333
FRA	France	2003-07	2.13	4.008261
FRA	France	2003-08	2.1404	4.162857
FRA	France	2003-09	2.1473	4.23
FRA	France	2003-10	2.1436	4.283043
FRA	France	2003-11	2.159	4.4085
FRA	France	2003-12	2.1463	4.335714
FRA	France	2004-01	2.0895	4.198095
FRA	France	2004-02	2.0706	4.1435
FRA	France	2004-03	2.0288	3.976087
FRA	France	2004-04	2.0488	4.182381
FRA	France	2004-05	2.0859	4.344285
FRA	France	2004-06	2.1127	4.393091
FRA	France	2004-07	2.116	4.272318
FRA	France	2004-08	2.1143	4.112227
FRA	France	2004-09	2.1186	4.092182
FRA	France	2004-10	2.1473	3.975857
FRA	France	2004-11	2.1703	3.857227
FRA	France	2004-12	2.1732	3.642739
FRA	France	2005-01	2.1454	3.575381
FRA	France	2005-02	2.1384	3.599
FRA	France	2005-03	2.1372	3.751381
FRA	France	2005-04	2.1372	3.542762
FRA	France	2005-05	2.1256	3.376773
FRA	France	2005-06	2.111	3.201682
FRA	France	2005-07	2.1194	3.27
FRA	France	2005-08	2.1325	3.298478
FRA	France	2005-09	2.1391	3.132046
FRA	France	2005-10	2.1966	3.289999
FRA	France	2005-11	2.3609	3.497204
FRA	France	2005-12	2.4729	3.378476
FRA	France	2006-01	2.5117	3.344091
FRA	France	2006-02	2.6004	3.50805
FRA	France	2006-03	2.7226	3.685391
FRA	France	2006-04	2.7938	3.9535
FRA	France	2006-05	2.889	4.001364
FRA	France	2006-06	2.9857	4.006168
FRA	France	2006-07	3.1022	4.025238
FRA	France	2006-08	3.2265	3.897478
FRA	France	2006-09	3.3354	3.769381
FRA	France	2006-10	3.502	3.807455
FRA	France	2006-11	3.5972	3.740991
FRA	France	2006-12	3.6842	3.809684
FRA	France	2007-01	3.7519	4.069409
FRA	France	2007-02	3.8182	4.09597
FRA	France	2007-03	3.8909	3.996773
FRA	France	2007-04	3.9753	4.207944
FRA	France	2007-05	4.0714	4.336848
FRA	France	2007-06	4.1478	4.618952
FRA	France	2007-07	4.2162	4.582909
FRA	France	2007-08	4.5436	4.388881
FRA	France	2007-09	4.7417	4.356661
FRA	France	2007-10	4.6874	4.402217
FRA	France	2007-11	4.6385	4.227727
FRA	France	2007-12	4.8484	4.354105
FRA	France	2008-01	4.4815	4.149954
FRA	France	2008-02	4.3621	4.07919
FRA	France	2008-03	4.5964	4.0194
FRA	France	2008-04	4.7835	4.269909
FRA	France	2008-05	4.8574	4.405857
FRA	France	2008-06	4.9405	4.733714
FRA	France	2008-07	4.961	4.690289
FRA	France	2008-08	4.9652	4.40181
FRA	France	2008-09	5.0192	4.361864
FRA	France	2008-10	5.1131	4.183565
FRA	France	2008-11	4.2383	3.9767
FRA	France	2008-12	3.2926	3.5395
FRA	France	2009-01	2.4565	3.601611
FRA	France	2009-02	1.9431	3.678137
FRA	France	2009-03	1.6355	3.647409
FRA	France	2009-04	1.4223	3.659143
FRA	France	2009-05	1.2817	3.804453
FRA	France	2009-06	1.2279	3.899662
FRA	France	2009-07	0.975	3.732863
FRA	France	2009-08	0.8605	3.587429
FRA	France	2009-09	0.7721	3.586869
FRA	France	2009-10	0.7375	3.557895
FRA	France	2009-11	0.7162	3.555156
FRA	France	2009-12	0.712	3.475064
FRA	France	2010-01	0.6798	3.5157
FRA	France	2010-02	0.6617	3.49805
FRA	France	2010-03	0.645	3.437391
FRA	France	2010-04	0.6447	3.401619
FRA	France	2010-05	0.6865	3.075667
FRA	France	2010-06	0.7276	3.073213
FRA	France	2010-07	0.8488	2.988031
FRA	France	2010-08	0.8955	2.678455
FRA	France	2010-09	0.8805	2.678318
FRA	France	2010-10	0.9977	2.718658
FRA	France	2010-11	1.042	2.997419
FRA	France	2010-12	1.0217	3.341565
FRA	France	2011-01	1.0172	3.442857
FRA	France	2011-02	1.0867	3.60325
FRA	France	2011-03	1.1755	3.609609
FRA	France	2011-04	1.3212	3.689995
FRA	France	2011-05	1.4251	3.489244
FRA	France	2011-06	1.4886	3.43055
FRA	France	2011-07	1.5976	3.399364
FRA	France	2011-08	1.5521	2.98446
FRA	France	2011-09	1.5365	2.644395
FRA	France	2011-10	1.5759	2.992524
FRA	France	2011-11	1.4847	3.407547
FRA	France	2011-12	1.4261	3.158901
FRA	France	2012-01	1.2222	3.179682
FRA	France	2012-02	1.0483	3.015762
FRA	France	2012-03	0.8585	2.954182
FRA	France	2012-04	0.7443	2.9935
FRA	France	2012-05	0.6849	2.751821
FRA	France	2012-06	0.6589	2.569429
FRA	France	2012-07	0.497	2.275193
FRA	France	2012-08	0.3324	2.119435
FRA	France	2012-09	0.2463	2.237201
FRA	France	2012-10	0.2079	2.185698
